Type	D	M	Y	Season	Winning League	Winning Team	Losing League	Losing Team	Winner Score	Loser Score	OT	Country	City	Attend.
Regular Season	25	11	2013	(2013-14)	NBA	San Antonio Spurs	NBA	New Orleans Pelicans	112	93				
Regular Season	25	11	2013	(2013-14)	NBA	Utah Jazz	NBA	Chicago Bulls	89	83	#			
Regular Season	26	11	2013	(2013-14)	NBA	Brooklyn Nets	NBA	Toronto Raptors	102	100				
Regular Season	26	11	2013	(2013-14)	NBA	Golden State Warriors	NBA	New Orleans Pelicans	102	101				
Regular Season	26	11	2013	(2013-14)	NBA	Orlando Magic	NBA	Atlanta Hawks	109	92				
Regular Season	26	11	2013	(2013-14)	NBA	Washington Wizards	NBA	Los Angeles Lakers	116	111				
Regular Season	27	11	2013	(2013-14)	NBA	Chicago Bulls	NBA	Detroit Pistons	99	79				
Regular Season	27	11	2013	(2013-14)	NBA	Dallas Mavericks	NBA	Golden State Warriors	103	99				
Regular Season	27	11	2013	(2013-14)	NBA	Denver Nuggets (2)	NBA	Minnesota Timberwolves	117	110				
Regular Season	27	11	2013	(2013-14)	NBA	Houston Rockets	NBA	Atlanta Hawks	113	84				
Regular Season	27	11	2013	(2013-14)	NBA	Indiana Pacers	NBA	Charlotte Hornets	99	74				
Regular Season	27	11	2013	(2013-14)	NBA	Los Angeles Clippers	NBA	New York Knicks	93	80				
Regular Season	27	11	2013	(2013-14)	NBA	Los Angeles Lakers	NBA	Brooklyn Nets	99	94				
Regular Season	27	11	2013	(2013-14)	NBA	Memphis Grizzlies	NBA	Boston Celtics	100	93				
Regular Season	27	11	2013	(2013-14)	NBA	Miami Heat	NBA	Cleveland Cavaliers	95	84				
Regular Season	27	11	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	San Antonio Spurs	94	88				
Regular Season	27	11	2013	(2013-14)	NBA	Orlando Magic	NBA	Philadelphia 76ers	105	94				
Regular Season	27	11	2013	(2013-14)	NBA	Phoenix Suns	NBA	Portland Trail Blazers	120	106				
Regular Season	27	11	2013	(2013-14)	NBA	Washington Wizards	NBA	Milwaukee Bucks	100	92	#			
Regular Season	29	11	2013	(2013-14)	NBA	Atlanta Hawks	NBA	Dallas Mavericks	88	87				
Regular Season	29	11	2013	(2013-14)	NBA	Boston Celtics	NBA	Cleveland Cavaliers	103	86				
Regular Season	29	11	2013	(2013-14)	NBA	Charlotte Hornets	NBA	Milwaukee Bucks	92	76				
Regular Season	29	11	2013	(2013-14)	NBA	Denver Nuggets (2)	NBA	New York Knicks	97	95				
Regular Season	29	11	2013	(2013-14)	NBA	Houston Rockets	NBA	Brooklyn Nets	114	95				
Regular Season	29	11	2013	(2013-14)	NBA	Indiana Pacers	NBA	Washington Wizards	93	73				
Regular Season	29	11	2013	(2013-14)	NBA	Los Angeles Clippers	NBA	Sacramento Kings	104	98	#			
Regular Season	29	11	2013	(2013-14)	NBA	Los Angeles Lakers	NBA	Detroit Pistons	106	102				
Regular Season	29	11	2013	(2013-14)	NBA	Miami Heat	NBA	Toronto Raptors	90	83				
Regular Season	29	11	2013	(2013-14)	NBA	New Orleans Pelicans	NBA	Philadelphia 76ers	121	105				
Regular Season	29	11	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Golden State Warriors	113	112	#			
Regular Season	29	11	2013	(2013-14)	NBA	Phoenix Suns	NBA	Utah Jazz	112	101				
Regular Season	29	11	2013	(2013-14)	NBA	San Antonio Spurs	NBA	Orlando Magic	109	91				
Regular Season	30	11	2013	(2013-14)	NBA	Brooklyn Nets	NBA	Memphis Grizzlies	97	88				
Regular Season	30	11	2013	(2013-14)	NBA	Cleveland Cavaliers	NBA	Chicago Bulls	97	93				
Regular Season	30	11	2013	(2013-14)	NBA	Houston Rockets	NBA	San Antonio Spurs	112	106				
Regular Season	30	11	2013	(2013-14)	NBA	Milwaukee Bucks	NBA	Boston Celtics	92	85				
Regular Season	30	11	2013	(2013-14)	NBA	Minnesota Timberwolves	NBA	Dallas Mavericks	112	106				
Regular Season	30	11	2013	(2013-14)	NBA	Utah Jazz	NBA	Phoenix Suns	112	104				
Regular Season	30	11	2013	(2013-14)	NBA	Washington Wizards	NBA	Atlanta Hawks	108	101				
Regular Season	1	12	2013	(2013-14)	NBA	Denver Nuggets (2)	NBA	Toronto Raptors	112	98				
Regular Season	1	12	2013	(2013-14)	NBA	Detroit Pistons	NBA	Philadelphia 76ers	115	100				
Regular Season	1	12	2013	(2013-14)	NBA	Golden State Warriors	NBA	Sacramento Kings	115	113				
Regular Season	1	12	2013	(2013-14)	NBA	Indiana Pacers	NBA	Los Angeles Clippers	105	100				
Regular Season	1	12	2013	(2013-14)	NBA	Miami Heat	NBA	Charlotte Hornets	99	98				
Regular Season	1	12	2013	(2013-14)	NBA	New Orleans Pelicans	NBA	New York Knicks	103	99				
Regular Season	1	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Minnesota Timberwolves	113	103				
Regular Season	1	12	2013	(2013-14)	NBA	Portland Trail Blazers	NBA	Los Angeles Lakers	114	108				
Regular Season	2	12	2013	(2013-14)	NBA	New Orleans Pelicans	NBA	Chicago Bulls	131	128	###			
Regular Season	2	12	2013	(2013-14)	NBA	Portland Trail Blazers	NBA	Indiana Pacers	106	102				
Regular Season	2	12	2013	(2013-14)	NBA	San Antonio Spurs	NBA	Atlanta Hawks	102	100				
Regular Season	2	12	2013	(2013-14)	NBA	Utah Jazz	NBA	Houston Rockets	109	103				
Regular Season	2	12	2013	(2013-14)	NBA	Washington Wizards	NBA	Orlando Magic	98	80				
Regular Season	3	12	2013	(2013-14)	NBA	Boston Celtics	NBA	Milwaukee Bucks	108	100				
Regular Season	3	12	2013	(2013-14)	NBA	Dallas Mavericks	NBA	Charlotte Hornets	89	82				
Regular Season	3	12	2013	(2013-14)	NBA	Denver Nuggets (2)	NBA	Brooklyn Nets	111	87				
Regular Season	3	12	2013	(2013-14)	NBA	Detroit Pistons	NBA	Miami Heat	107	97				
Regular Season	3	12	2013	(2013-14)	NBA	Golden State Warriors	NBA	Toronto Raptors	112	103				
Regular Season	3	12	2013	(2013-14)	NBA	Memphis Grizzlies	NBA	Phoenix Suns	110	91				
Regular Season	3	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Sacramento Kings	97	95				
Regular Season	3	12	2013	(2013-14)	NBA	Philadelphia 76ers	NBA	Orlando Magic	126	125	##			
Regular Season	4	12	2013	(2013-14)	NBA	Atlanta Hawks	NBA	Los Angeles Clippers	107	97				
Regular Season	4	12	2013	(2013-14)	NBA	Cleveland Cavaliers	NBA	Denver Nuggets (2)	98	88				
Regular Season	4	12	2013	(2013-14)	NBA	Dallas Mavericks	NBA	New Orleans Pelicans	100	97				
Regular Season	4	12	2013	(2013-14)	NBA	Detroit Pistons	NBA	Milwaukee Bucks	105	98				
Regular Season	4	12	2013	(2013-14)	NBA	Indiana Pacers	NBA	Utah Jazz	95	86				
Regular Season	4	12	2013	(2013-14)	NBA	Phoenix Suns	NBA	Houston Rockets	97	88				
Regular Season	4	12	2013	(2013-14)	NBA	Portland Trail Blazers	NBA	Oklahoma City Thunder	111	104				
Regular Season	5	12	2013	(2013-14)	NBA	Chicago Bulls	NBA	Miami Heat	107	87				
Regular Season	5	12	2013	(2013-14)	NBA	Los Angeles Clippers	NBA	Memphis Grizzlies	101	81				
Regular Season	5	12	2013	(2013-14)	NBA	New York Knicks	NBA	Brooklyn Nets	113	83				
Regular Season	6	12	2013	(2013-14)	NBA	Atlanta Hawks	NBA	Cleveland Cavaliers	108	89				
Regular Season	6	12	2013	(2013-14)	NBA	Boston Celtics	NBA	Denver Nuggets (2)	106	98				
Regular Season	6	12	2013	(2013-14)	NBA	Charlotte Hornets	NBA	Philadelphia 76ers	105	88				
Regular Season	6	12	2013	(2013-14)	NBA	Houston Rockets	NBA	Golden State Warriors	105	83				
Regular Season	6	12	2013	(2013-14)	NBA	Los Angeles Lakers	NBA	Sacramento Kings	106	100				
Regular Season	6	12	2013	(2013-14)	NBA	Milwaukee Bucks	NBA	Washington Wizards	109	105	#			
Regular Season	6	12	2013	(2013-14)	NBA	New York Knicks	NBA	Orlando Magic	121	83				
Regular Season	6	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	New Orleans Pelicans	109	95				
Regular Season	6	12	2013	(2013-14)	NBA	Phoenix Suns	NBA	Toronto Raptors	106	97				
Regular Season	6	12	2013	(2013-14)	NBA	Portland Trail Blazers	NBA	Utah Jazz	130	98				
Regular Season	7	12	2013	(2013-14)	NBA	Brooklyn Nets	NBA	Milwaukee Bucks	90	82				
Regular Season	7	12	2013	(2013-14)	NBA	Cleveland Cavaliers	NBA	Los Angeles Clippers	88	82				
Regular Season	7	12	2013	(2013-14)	NBA	Dallas Mavericks	NBA	Portland Trail Blazers	108	106				
Regular Season	7	12	2013	(2013-14)	NBA	Denver Nuggets (2)	NBA	Philadelphia 76ers	103	92				
Regular Season	7	12	2013	(2013-14)	NBA	Detroit Pistons	NBA	Chicago Bulls	92	75				
Regular Season	7	12	2013	(2013-14)	NBA	Golden State Warriors	NBA	Memphis Grizzlies	108	82				
Regular Season	7	12	2013	(2013-14)	NBA	Indiana Pacers	NBA	San Antonio Spurs	111	100				
Regular Season	7	12	2013	(2013-14)	NBA	Miami Heat	NBA	Minnesota Timberwolves	103	82				
Regular Season	7	12	2013	(2013-14)	NBA	Sacramento Kings	NBA	Utah Jazz	112	102	#			
Regular Season	8	12	2013	(2013-14)	NBA	Boston Celtics	NBA	New York Knicks	114	73				
Regular Season	8	12	2013	(2013-14)	NBA	Houston Rockets	NBA	Orlando Magic	98	88				
Regular Season	8	12	2013	(2013-14)	NBA	Miami Heat	NBA	Detroit Pistons	110	95				
Regular Season	8	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Indiana Pacers	118	94				
Regular Season	8	12	2013	(2013-14)	NBA	Toronto Raptors	NBA	Los Angeles Lakers	106	94				
Regular Season	9	12	2013	(2013-14)	NBA	Charlotte Hornets	NBA	Golden State Warriors	115	111				
Regular Season	9	12	2013	(2013-14)	NBA	Denver Nuggets (2)	NBA	Washington Wizards	75	74				
Regular Season	9	12	2013	(2013-14)	NBA	Los Angeles Clippers	NBA	Philadelphia 76ers	94	83				
Regular Season	9	12	2013	(2013-14)	NBA	Memphis Grizzlies	NBA	Orlando Magic	94	85				
Regular Season	9	12	2013	(2013-14)	NBA	Portland Trail Blazers	NBA	Utah Jazz	105	94				
Regular Season	9	12	2013	(2013-14)	NBA	Sacramento Kings	NBA	Dallas Mavericks	112	97				
Regular Season	10	12	2013	(2013-14)	NBA	Brooklyn Nets	NBA	Boston Celtics	104	96				
Regular Season	10	12	2013	(2013-14)	NBA	Cleveland Cavaliers	NBA	New York Knicks	109	94				
Regular Season	10	12	2013	(2013-14)	NBA	Indiana Pacers	NBA	Miami Heat	90	84				
Regular Season	10	12	2013	(2013-14)	NBA	Milwaukee Bucks	NBA	Chicago Bulls	78	74				
Regular Season	10	12	2013	(2013-14)	NBA	Minnesota Timberwolves	NBA	Detroit Pistons	121	94				
Regular Season	10	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Atlanta Hawks	101	92				
Regular Season	10	12	2013	(2013-14)	NBA	Phoenix Suns	NBA	Los Angeles Lakers	114	108				
Regular Season	10	12	2013	(2013-14)	NBA	San Antonio Spurs	NBA	Toronto Raptors	116	103				
Regular Season	11	12	2013	(2013-14)	NBA	Golden State Warriors	NBA	Dallas Mavericks	95	93				
Regular Season	11	12	2013	(2013-14)	NBA	Los Angeles Clippers	NBA	Boston Celtics	96	88				
Regular Season	11	12	2013	(2013-14)	NBA	Minnesota Timberwolves	NBA	Philadelphia 76ers	106	99				
Regular Season	11	12	2013	(2013-14)	NBA	New Orleans Pelicans	NBA	Detroit Pistons	111	106	#			
Regular Season	11	12	2013	(2013-14)	NBA	New York Knicks	NBA	Chicago Bulls	83	78				
Regular Season	11	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Memphis Grizzlies	116	100				
Regular Season	11	12	2013	(2013-14)	NBA	Orlando Magic	NBA	Charlotte Hornets	92	83				
Regular Season	11	12	2013	(2013-14)	NBA	San Antonio Spurs	NBA	Milwaukee Bucks	109	77				
Regular Season	11	12	2013	(2013-14)	NBA	Utah Jazz	NBA	Sacramento Kings	122	101				
Regular Season	12	12	2013	(2013-14)	NBA	Brooklyn Nets	NBA	Los Angeles Clippers	102	93				
Regular Season	12	12	2013	(2013-14)	NBA	Portland Trail Blazers	NBA	Houston Rockets	111	104				
Regular Season	13	12	2013	(2013-14)	NBA	Atlanta Hawks	NBA	Washington Wizards	101	99	#			
Regular Season	13	12	2013	(2013-14)	NBA	Boston Celtics	NBA	New York Knicks	90	86				
Regular Season	13	12	2013	(2013-14)	NBA	Chicago Bulls	NBA	Milwaukee Bucks	91	90				
Regular Season	13	12	2013	(2013-14)	NBA	Cleveland Cavaliers	NBA	Orlando Magic	109	100				
Regular Season	13	12	2013	(2013-14)	NBA	Detroit Pistons	NBA	Brooklyn Nets	103	99				
Regular Season	13	12	2013	(2013-14)	NBA	Houston Rockets	NBA	Golden State Warriors	116	112				
Regular Season	13	12	2013	(2013-14)	NBA	Indiana Pacers	NBA	Charlotte Hornets	99	94				
Regular Season	13	12	2013	(2013-14)	NBA	New Orleans Pelicans	NBA	Memphis Grizzlies	104	98				
Regular Season	13	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Los Angeles Lakers	122	97				
Regular Season	13	12	2013	(2013-14)	NBA	Phoenix Suns	NBA	Sacramento Kings	116	107				
Regular Season	13	12	2013	(2013-14)	NBA	San Antonio Spurs	NBA	Minnesota Timberwolves	117	110				
Regular Season	13	12	2013	(2013-14)	NBA	Toronto Raptors	NBA	Philadelphia 76ers	108	100				
Regular Season	13	12	2013	(2013-14)	NBA	Utah Jazz	NBA	Denver Nuggets (2)	103	93				
Regular Season	14	12	2013	(2013-14)	NBA	Dallas Mavericks	NBA	Milwaukee Bucks	106	93				
Regular Season	14	12	2013	(2013-14)	NBA	Los Angeles Clippers	NBA	Washington Wizards	113	97				
Regular Season	14	12	2013	(2013-14)	NBA	Los Angeles Lakers	NBA	Charlotte Hornets	88	85				
Regular Season	14	12	2013	(2013-14)	NBA	Miami Heat	NBA	Cleveland Cavaliers	114	107				
Regular Season	14	12	2013	(2013-14)	NBA	New York Knicks	NBA	Atlanta Hawks	111	106				
Regular Season	14	12	2013	(2013-14)	NBA	Portland Trail Blazers	NBA	Philadelphia 76ers	139	105				
Regular Season	14	12	2013	(2013-14)	NBA	San Antonio Spurs	NBA	Utah Jazz	100	84				
Regular Season	14	12	2013	(2013-14)	NBA	Toronto Raptors	NBA	Chicago Bulls	99	77				
Regular Season	15	12	2013	(2013-14)	NBA	Denver Nuggets (2)	NBA	New Orleans Pelicans	102	93				
Regular Season	15	12	2013	(2013-14)	NBA	Minnesota Timberwolves	NBA	Memphis Grizzlies	101	93				
Regular Season	15	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Orlando Magic	101	98				
Regular Season	15	12	2013	(2013-14)	NBA	Phoenix Suns	NBA	Golden State Warriors	106	102				
Regular Season	15	12	2013	(2013-14)	NBA	Portland Trail Blazers	NBA	Detroit Pistons	111	109	#			
Regular Season	15	12	2013	(2013-14)	NBA	Sacramento Kings	NBA	Houston Rockets	106	91				
Regular Season	16	12	2013	(2013-14)	NBA	Atlanta Hawks	NBA	Los Angeles Lakers	114	100				
Regular Season	16	12	2013	(2013-14)	NBA	Boston Celtics	NBA	Minnesota Timberwolves	101	97				
Regular Season	16	12	2013	(2013-14)	NBA	Brooklyn Nets	NBA	Philadelphia 76ers	130	94				
Regular Season	16	12	2013	(2013-14)	NBA	Detroit Pistons	NBA	Indiana Pacers	101	96				
Regular Season	16	12	2013	(2013-14)	NBA	Los Angeles Clippers	NBA	San Antonio Spurs	115	92				
Regular Season	16	12	2013	(2013-14)	NBA	Miami Heat	NBA	Utah Jazz	117	94				
Regular Season	16	12	2013	(2013-14)	NBA	Orlando Magic	NBA	Chicago Bulls	83	82				
Regular Season	16	12	2013	(2013-14)	NBA	Washington Wizards	NBA	New York Knicks	102	101				
Regular Season	17	12	2013	(2013-14)	NBA	Charlotte Hornets	NBA	Sacramento Kings	95	87				
Regular Season	17	12	2013	(2013-14)	NBA	Golden State Warriors	NBA	New Orleans Pelicans	104	93				
Regular Season	17	12	2013	(2013-14)	NBA	Los Angeles Lakers	NBA	Memphis Grizzlies	96	92				
Regular Season	17	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Denver Nuggets (2)	105	93				
Regular Season	17	12	2013	(2013-14)	NBA	Portland Trail Blazers	NBA	Cleveland Cavaliers	119	116				
Regular Season	18	12	2013	(2013-14)	NBA	Atlanta Hawks	NBA	Sacramento Kings	124	107				
Regular Season	18	12	2013	(2013-14)	NBA	Charlotte Hornets	NBA	Toronto Raptors	104	102	#			
Regular Season	18	12	2013	(2013-14)	NBA	Dallas Mavericks	NBA	Memphis Grizzlies	105	91				
Regular Season	18	12	2013	(2013-14)	NBA	Detroit Pistons	NBA	Boston Celtics	107	106				
Regular Season	18	12	2013	(2013-14)	NBA	Houston Rockets	NBA	Chicago Bulls	109	94				
Regular Season	18	12	2013	(2013-14)	NBA	Los Angeles Clippers	NBA	New Orleans Pelicans	108	95				
Regular Season	18	12	2013	(2013-14)	NBA	Miami Heat	NBA	Indiana Pacers	97	94				
Regular Season	18	12	2013	(2013-14)	NBA	Minnesota Timberwolves	NBA	Portland Trail Blazers	120	109				
Regular Season	18	12	2013	(2013-14)	NBA	New York Knicks	NBA	Milwaukee Bucks	107	101	##			
Regular Season	18	12	2013	(2013-14)	NBA	San Antonio Spurs	NBA	Phoenix Suns	108	101				
Regular Season	18	12	2013	(2013-14)	NBA	Utah Jazz	NBA	Orlando Magic	86	82				
Regular Season	18	12	2013	(2013-14)	NBA	Washington Wizards	NBA	Brooklyn Nets	113	107				
Regular Season	19	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Chicago Bulls	107	95				
Regular Season	19	12	2013	(2013-14)	NBA	San Antonio Spurs	NBA	Golden State Warriors	104	102				
Regular Season	20	12	2013	(2013-14)	NBA	Atlanta Hawks	NBA	Utah Jazz	118	85				
Regular Season	20	12	2013	(2013-14)	NBA	Charlotte Hornets	NBA	Detroit Pistons	116	106				
Regular Season	20	12	2013	(2013-14)	NBA	Cleveland Cavaliers	NBA	Milwaukee Bucks	114	111	#			
Regular Season	20	12	2013	(2013-14)	NBA	Indiana Pacers	NBA	Houston Rockets	114	81				
Regular Season	20	12	2013	(2013-14)	NBA	Los Angeles Lakers	NBA	Minnesota Timberwolves	104	91				
Regular Season	20	12	2013	(2013-14)	NBA	Miami Heat	NBA	Sacramento Kings	122	103				
Regular Season	20	12	2013	(2013-14)	NBA	Philadelphia 76ers	NBA	Brooklyn Nets	121	120	#			
Regular Season	20	12	2013	(2013-14)	NBA	Phoenix Suns	NBA	Denver Nuggets (2)	103	99				
Regular Season	20	12	2013	(2013-14)	NBA	Toronto Raptors	NBA	Dallas Mavericks	109	108	#			
Regular Season	21	12	2013	(2013-14)	NBA	Chicago Bulls	NBA	Cleveland Cavaliers	100	84				
Regular Season	21	12	2013	(2013-14)	NBA	Golden State Warriors	NBA	Los Angeles Lakers	102	83				
Regular Season	21	12	2013	(2013-14)	NBA	Houston Rockets	NBA	Detroit Pistons	114	97				
Regular Season	21	12	2013	(2013-14)	NBA	Los Angeles Clippers	NBA	Denver Nuggets (2)	112	91				
Regular Season	21	12	2013	(2013-14)	NBA	Memphis Grizzlies	NBA	New York Knicks	95	87				
Regular Season	21	12	2013	(2013-14)	NBA	Milwaukee Bucks	NBA	Philadelphia 76ers	116	106				
Regular Season	21	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	San Antonio Spurs	113	100				
Regular Season	21	12	2013	(2013-14)	NBA	Phoenix Suns	NBA	Dallas Mavericks	123	108				
Regular Season	21	12	2013	(2013-14)	NBA	Portland Trail Blazers	NBA	New Orleans Pelicans	110	107				
Regular Season	21	12	2013	(2013-14)	NBA	Sacramento Kings	NBA	Orlando Magic	105	100				
Regular Season	21	12	2013	(2013-14)	NBA	Utah Jazz	NBA	Charlotte Hornets	88	85				
Regular Season	21	12	2013	(2013-14)	NBA	Washington Wizards	NBA	Boston Celtics	106	99				
Regular Season	22	12	2013	(2013-14)	NBA	Indiana Pacers	NBA	Boston Celtics	106	79				
Regular Season	22	12	2013	(2013-14)	NBA	Los Angeles Clippers	NBA	Minnesota Timberwolves	120	116	#			
Regular Season	22	12	2013	(2013-14)	NBA	Toronto Raptors	NBA	Oklahoma City Thunder	104	98				
Regular Season	23	12	2013	(2013-14)	NBA	Charlotte Hornets	NBA	Milwaukee Bucks	111	110	#			
Regular Season	23	12	2013	(2013-14)	NBA	Dallas Mavericks	NBA	Houston Rockets	111	104				
Regular Season	23	12	2013	(2013-14)	NBA	Detroit Pistons	NBA	Cleveland Cavaliers	115	92				
Regular Season	23	12	2013	(2013-14)	NBA	Golden State Warriors	NBA	Denver Nuggets (2)	89	81				
Regular Season	23	12	2013	(2013-14)	NBA	Indiana Pacers	NBA	Brooklyn Nets	103	86				
Regular Season	23	12	2013	(2013-14)	NBA	Memphis Grizzlies	NBA	Utah Jazz	104	94				
Regular Season	23	12	2013	(2013-14)	NBA	Miami Heat	NBA	Atlanta Hawks	121	119	#			
Regular Season	23	12	2013	(2013-14)	NBA	New Orleans Pelicans	NBA	Sacramento Kings	113	100				
Regular Season	23	12	2013	(2013-14)	NBA	New York Knicks	NBA	Orlando Magic	103	98				
Regular Season	23	12	2013	(2013-14)	NBA	Phoenix Suns	NBA	Los Angeles Lakers	117	90				
Regular Season	23	12	2013	(2013-14)	NBA	San Antonio Spurs	NBA	Toronto Raptors	112	99				
Regular Season	25	12	2013	(2013-14)	NBA	Chicago Bulls	NBA	Brooklyn Nets	95	78				
Regular Season	25	12	2013	(2013-14)	NBA	Golden State Warriors	NBA	Los Angeles Clippers	105	103				
Regular Season	25	12	2013	(2013-14)	NBA	Houston Rockets	NBA	San Antonio Spurs	111	98				
Regular Season	25	12	2013	(2013-14)	NBA	Miami Heat	NBA	Los Angeles Lakers	101	95				
Regular Season	25	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	New York Knicks	123	94				
Regular Season	26	12	2013	(2013-14)	NBA	Atlanta Hawks	NBA	Cleveland Cavaliers	127	125	##			
Regular Season	26	12	2013	(2013-14)	NBA	Houston Rockets	NBA	Memphis Grizzlies	100	92				
Regular Season	26	12	2013	(2013-14)	NBA	Portland Trail Blazers	NBA	Los Angeles Clippers	116	112	#			
Regular Season	26	12	2013	(2013-14)	NBA	San Antonio Spurs	NBA	Dallas Mavericks	116	107				
Regular Season	27	12	2013	(2013-14)	NBA	Brooklyn Nets	NBA	Milwaukee Bucks	104	93				
Regular Season	27	12	2013	(2013-14)	NBA	Golden State Warriors	NBA	Phoenix Suns	115	86				
Regular Season	27	12	2013	(2013-14)	NBA	Minnesota Timberwolves	NBA	Washington Wizards	120	98				
Regular Season	27	12	2013	(2013-14)	NBA	New Orleans Pelicans	NBA	Denver Nuggets (2)	105	89				
Regular Season	27	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Charlotte Hornets	89	85				
Regular Season	27	12	2013	(2013-14)	NBA	Orlando Magic	NBA	Detroit Pistons	109	92				
Regular Season	27	12	2013	(2013-14)	NBA	Sacramento Kings	NBA	Miami Heat	108	103	#			
Regular Season	27	12	2013	(2013-14)	NBA	Toronto Raptors	NBA	New York Knicks	95	83				
Regular Season	27	12	2013	(2013-14)	NBA	Utah Jazz	NBA	Los Angeles Lakers	105	103				
Regular Season	28	12	2013	(2013-14)	NBA	Atlanta Hawks	NBA	Charlotte Hornets	118	116	#			
Regular Season	28	12	2013	(2013-14)	NBA	Boston Celtics	NBA	Cleveland Cavaliers	103	100				
Regular Season	28	12	2013	(2013-14)	NBA	Dallas Mavericks	NBA	Chicago Bulls	105	83				
Regular Season	28	12	2013	(2013-14)	NBA	Houston Rockets	NBA	New Orleans Pelicans	107	98				
Regular Season	28	12	2013	(2013-14)	NBA	Indiana Pacers	NBA	Brooklyn Nets	105	91				
Regular Season	28	12	2013	(2013-14)	NBA	Los Angeles Clippers	NBA	Utah Jazz	98	90				
Regular Season	28	12	2013	(2013-14)	NBA	Memphis Grizzlies	NBA	Denver Nuggets (2)	120	99				
Regular Season	28	12	2013	(2013-14)	NBA	Miami Heat	NBA	Portland Trail Blazers	108	107				
Regular Season	28	12	2013	(2013-14)	NBA	Minnesota Timberwolves	NBA	Milwaukee Bucks	117	95				
Regular Season	28	12	2013	(2013-14)	NBA	Phoenix Suns	NBA	Philadelphia 76ers	115	101				
Regular Season	28	12	2013	(2013-14)	NBA	Toronto Raptors	NBA	New York Knicks	115	100				
Regular Season	28	12	2013	(2013-14)	NBA	Washington Wizards	NBA	Detroit Pistons	106	82				
Regular Season	29	12	2013	(2013-14)	NBA	Golden State Warriors	NBA	Cleveland Cavaliers	108	104	#			
Regular Season	29	12	2013	(2013-14)	NBA	Oklahoma City Thunder	NBA	Houston Rockets	117	86				
Regular Season	29	12	2013	(2013-14)	NBA	Orlando Magic	NBA	Atlanta Hawks	109	102				
Regular Season	29	12	2013	(2013-14)	NBA	Philadelphia 76ers	NBA	Los Angeles Lakers	111	104				
Regular Season	29	12	2013	(2013-14)	NBA	San Antonio Spurs	NBA	Sacramento Kings	112	104				
Regular Season	30	12	2013	(2013-14)	NBA	Chicago Bulls	NBA	Memphis Grizzlies	95	91				
Regular Season	30	12	2013	(2013-14)	NBA	Dallas Mavericks	NBA	Minnesota Timberwolves	100	98				
